Positive,Negative,Neutral,Compound,Sent_result,Sentiment,Review,Index
0.108,0.061,0.831,0.2732,0,Positive,"The feedback also included some complaints related to the tool performance (see below in the next subsection) as well as a wish for additional functionality related to document set overview (e.g. cl,uster,ing the d,""ocuments in aggregation charts by the URL domain).,""",4037
0.1,0,0.9,0.4588,0,Positive,"We have also learned that the trend analysis feature is only rarely used since it currently focuses on already-available time-series data?遊쿴erefore, we are planning to extend this feature by suppor,ting,predictiv,""e trend analysis to increase its level of utility.,""",4038
0,0,1,0,1,Neutral,Summary.,4039
0.162,0,0.838,0.4404,0,Positive,The experts have stated that uVSAT is a useful addition into their arsenal of stance analysis techniques.,4040
0.057,0,0.943,0.2732,0,Positive,"They are using it to explore and analyze the social media data and complement it with manual stance analysis as well as by processing the exported data with other software tools, for example, for co,ncord,ance anal,""ysis.,""",4041
0,0,1,0,1,Neutral,"They have also started to collect the ML training dataset, thus achieving the general design goals.",4042
0,0,1,0,1,Neutral,"In general, the domain experts have concluded the following: For a linguist, uVSAT is a viable tool for working with stance analysis.",4043
0.057,0,0.943,0.2732,0,Positive,"Performance and scalability In this subsection, we discuss certain aspects that affect the user experience when trying to apply uVSAT for the analysis of rather large datasets: data transmission del,""ays,"",data proc,""essing delays, and user interface responsiveness.,""",4044
0,0,1,0,1,Neutral,We currently store neither time-series data nor document text data on our visualization server.,4045
0,0.091,0.909,-0.128,2,Negative,"Hence, uVSAT issues request for time-series data, URIs, and HTML content from external servers on demand.",4046
0,0,1,0,1,Neutral,This leads to delays while retrieving the source data.,4047
0,0,1,0,1,Neutral,"Additional delays occur while transmitting the data between the front-end and back-end components and, finally, while processing the data at the server side.",4048
0,0.099,0.901,-0.3182,2,Negative,We address the networking delay by conducting some types of analyses (such as ROI highlighting or trend computations) on the client side.,4049
0,0,1,0,1,Neutral,"It currently seems, although, that the performance bottleneck is the step of fetching the HTML content from numerous external servers which may have varying connection speed, performance, access fre,quenc,y limitat,""ions, and even availability.,""",4050
0.089,0,0.911,0.3899,0,Positive,"We plan to introduce a local database for caching the external data (as well as some processing results), although it can lead to validity concerns (see subsection ??꺜?땎ssons learned??봔?.",4051
0.076,0,0.924,0.2023,0,Positive,As for the UI responsiveness: D3 and Rickshaw use SVG for rendering which may require significant computational resources (and leads to UI lags).,4052
0,0,1,0,1,Neutral,"On a 2013 MacBook Pro computer with Intel Core i7 processor \x0c(2.3 GHz), sensible UI delays start to occur when rerendering plots with a total of about 3000 points.",4053
0,0,1,0,1,Neutral,This is partially addressed with a style of workflow involving preliminary analysis of time-series overview and focusing on selected time intervals.,4054
0,0,1,0,1,Neutral,Lessons learned Our current visualization approach involves multiple coordinated views based on standard representations.,4055
0.117,0,0.883,0.5423,0,Positive,"Its main advantage (as opposed to a more complex integrated view) is the ease of user adoption: the primary users of our tool are researchers in linguistics who do not tolerate abundant details or u,nintu,itive vis,""ual representations.,""",4056
0,0.128,0.872,-0.4215,2,Negative,"The corresponding disadvantage, however, is the necessity of large display area to lay out all the views in sufficient size.",4057
0.084,0,0.916,0.3182,0,Positive,"We plan to address this issue in the future by developing novel visual representations for stance-related and timedependent text data, having the domain particularities in mind.",4058
0.077,0,0.923,0.2732,0,Positive,The fact that our source data originate in online social media also has certain consequences: the text documents may be edited or deleted at any time.,4059
0,0,1,0,1,Neutral,This presents us with a trade-off between data validity and performance.,4060
0,0.033,0.967,-0.0644,2,Negative,"By fetching online data on user's demand (as uVSAT currently does), every document is analyzed in its up-to-date state (or it is marked as unavailable), but it requires computational resources (and,it i,s also re,""lated to inevitable networking delays).,""",4061
0.103,0,0.897,0.3182,0,Positive,"Otherwise, if the data are cached while the original data are modified, it would invalidate the detailed analysis of document contents.",4062
0,0.194,0.806,-0.34,2,Negative,"To address this issue, we plan to involve uncertainty tackling techniques.",4063
0.141,0,0.859,0.5574,0,Positive,"Another possibility would involve storing the versioned source documents?遊턧ile in practice, it would require significant resources, in theory, it could provide an analysis opportunity with regard t,o add,itional t,""emporal dimension.,""",4064
0,0,1,0,1,Neutral,reading with a VA approach that allows the researchers to use massive datasets originating from social media.,4065
0.06,0,0.94,0.2732,0,Positive,"The contributions of this article include the description of a VA tool that contains multiple approaches for analyzing temporal and textual data as well as exporting stance markers in order to prepa,re a,stanceori,""ented training dataset.,""",4066
0.085,0,0.915,0.4019,0,Positive,"We also presented special visualization techniques developed for our tool: the history diagram (for document set query analysis provenance) and the aggregation charts (for document set overview, nav,igati,""on, and c"",""omparison).,""",4067
0,0,1,0,1,Neutral,"We already used uVSAT for the purposes of the StaViCTA project, and we provided feedback from the linguistics experts in this article.",4068
0.056,0.068,0.876,-0.1027,2,Negative,"Using uVSAT, our researchers in linguistics have been able to collect stance markers that are now being used to define stance categories other than sentiment and certainty or uncertainty (e.g. conce,ssion,s and jud,""gment).,""",4069
0.068,0,0.932,0.2732,0,Positive,The tool is currently being used for collecting documents that form the training dataset for our researchers in NLP as well as for actual stance analysis conducted by the linguists.,4070
0.454,0,0.546,0.8074,0,Positive,We are convinced that our tool will be useful for other interested researchers.,4071
0.067,0.114,0.819,-0.2263,2,Negative,"Future work includes additional overview and navigation techniques for document sets, support for local database caching, streaming data, uncertainty tackling (with regard to missing time-series dat,a as,well as u,""navailable web documents), and arbitrary time-series data sources.,""",4072
0,0,1,0,1,Neutral,"In order to provide our tool to others, we will develop our own (more lightweight) analysis engine to become independent from Gavagai.",4073
0,0,1,0,1,Neutral,We also plan to conduct a larger study to evaluate the effectiveness of single techniques such as history diagram and aggregation charts.,4074
0.424,0,0.576,0.7964,0,Positive,Acknowledgements The authors would like to thank the anonymous reviewers for their valuable feedback.,4075
0.077,0.032,0.89,0.4019,0,Positive,"Conclusion and future work Funding In this article, we have introduced the problem of stance analysis of online social media texts that requires a joint multidisciplinary effort of researchers in li,nguis,""tics, NLP"","", and VA. We have described an analysis approach for stance analysis based on sentiment or certainty considerations and presented our tool uVSAT for visual stance analysis that supports the interactive exploration of time-series data associated with online social media documents, including the text content of such documents.,""",4076
0.094,0,0.906,0.5514,0,Positive,"While uVSAT does not provide completely automatic stance analysis, it facilitates the linguists by complementing manual stance analysis of text documents based on close This work was supported by th,e fra,mework gr,""ant ??꺜?봦e Digitized Society?遊뭓st, Present, and Future??봔?from the Swedish Research Council (Vetenskapsra?det) (grant number 2012-5659).,""",4077
0,0,1,0,1,Neutral,"References \x0c\x0c\x0c\x0cThe MBTI Map The MBTI Map represents relationships among the words that describe people's personalities using the methodology of knowledge visualization and a subway map,as a,metaphor.,"",""",4078
0.139,0,0.861,0.2732,0,Positive,MBTI (Myers-Briggs Type Indicator) is a questionnaire designed to identify certain types of personality characteristics.,4079
0,0,1,0,1,Neutral,...],4080
0,0,1,0,1,Neutral,[place],4081
0,0,1,0,1,Neutral,[ their utterances in the space which then gets pulled out by the topic gravity.,4082
0,0,1,0,1,Neutral,These utterances are then piled up at the edge of the space.,4083
0,0,1,0,1,Neutral,Each utterance in this view is represented by a colored dot with the size corresponding to the length of its underlying text.,4084
0.079,0,0.921,0.3612,0,Positive,"As the sizes of utterances are defined to all fit into their corresponding segment in the Topic-Space, we do not aggregate the utterances as is usual for visual sedimentation-based visualizations.",4085
0.074,0,0.926,0.25,0,Positive,This choice has the main advantage that we can roughly retrace the sequence of utterances in a topic-segment by their distance to the edge of the space.,4086
0,0,1,0,1,Neutral,"Utterances close to the edge are spoken at the beginning of the conversation and utterances close to the center of the space occurred later in the discussion, as shown in Figure 4. can be used to en,code,informati,""on about the underlying utterances, such as length or sentiment value.,""",4087
0,0.048,0.952,-0.128,2,Negative,"Interacting with these overlays enables the users to get more details about the utterances and speakers on demand and facilitates the detailed analysis of the linguistic and statistical features of,the t,""ext.,"",",4088
0,0,1,0,1,Neutral,Such a detailed analysis of single utterances is key to proving the hypotheses of the analysts and allows the generation of real empirical evidence through going down to the annotated text level.,4089
0,0,1,0,1,Neutral,"For analyzing speech and argumentation patterns, users, therefore, rely on the interaction with the argumentation glyphs and the speaker paths.",4090
0.096,0,0.904,0.2023,0,Positive,These glyphs represent abstractions of important features for their analysis and are the doorway to the concrete texts.,4091
0,0,1,0,1,Neutral,The design of the argumentation glyphs is discussed in the next section.,4092
0,0,0,0,1,Neutral,4,4093
0.179,0,0.821,0.5859,0,Positive,"Speech and Argumentation Patterns When analyzing conversations, analysts are usually trying to find measurable evidence to support their hypotheses about the dynamics of a conversation.",4094
0.297,0,0.703,0.6705,0,Positive,"Depending on the analysis task at hand, different statistical and linguistic features may form a solution.",4095
0,0,1,0,1,Neutral,"In contrast to the task-independent algorithms deployed for generating the Topic-Space views, measures for detecting task-relevant patterns are usually depending on the language usage and general te,xt qu,""ality.,"",",4096
0.111,0,0.889,0.4588,0,Positive,"In order to satisfy the requirements of the analysis, we need to tailor the choice and visual design of the measures to the concrete analysis.",4097
0.22,0,0.78,0.5423,0,Positive,"Hence, in the context of political discourse analysis, we extract features that highlight the dynamics of a political debate.",4098
0,0,1,0,1,Neutral,Figure 4: Utterance-Sedimentation view [V3] for the presidential debate of Obama vs. Romney.,4099
0,0,1,0,1,Neutral,3.4.,4100
0,0,1,0,1,Neutral,Speaker-Path View The last view features the complete speaker path for a selected speaker.,4101
0,0,1,0,1,Neutral,This view shows a static path that indicates the complete movement of a speaker through the conversation.,4102
0,0,1,0,1,Neutral,"As with the speaker-trails, these paths are calculated using b-spline interpolations.",4103
0,0.155,0.845,-0.296,2,Negative,"In contrast to linear interpolation, the calculated splines avoid occlusion of path segments.",4104
0,0,1,0,1,Neutral,Depending on the activity and participation of a speaker in the conversation these paths might get visually cluttered and thus harder to understand.,4105
0,0,1,0,1,Neutral,"Therefore, we include the feature of retracing the paths using the animated speaker dots in order to reconstruct the movement patterns.",4106
0,0,1,0,1,Neutral,"Using the various selection and filtering methods embedded in ConToVi , the overplotting of long paths can be reduced.",4107
0.176,0,0.824,0.5423,0,Positive,The main task of this view is to enable a focused analysis of one speaker and to allow the comparison of multiple speaker paths.,4108
0,0,1,0,1,Neutral,Comparing paths can be achieved through overlay in the same Topic-space or by a side-byside comparison.,4109
0.153,0,0.847,0.2023,0,Positive,This feature is important to address tasks related to speaker similarity.,4110
0,0,1,0,1,Neutral,Figure 5 shows a comparative view of three participants of the Stuttgart 21 arbitration.,4111
0.245,0,0.755,0.3818,0,Positive,"Hereby, the topics addressed by each speaker become clear.",4112
0,0,1,0,1,Neutral,"The moderator of the arbitration Dr. Heiner Gei?쯮er moves back and forth between all topics over the course of the discussion, while the other speakers address topics more specifically.",4113
0,0,1,0,1,Neutral,"In addition to the animated speaker dots, this view enables the overlay of the different design elements, such as topic or argumentation glyphs.",4114
0.111,0,0.889,0.4576,0,Positive,"Moreover, the width and color saturation of the path For assessing the deliberative quality of debates, speech and argumentation patterns of speakers are particularly interesting.",4115
0,0,1,0,1,Neutral,Together with our domain expert we derived a set of features that are inferred from the theoretical dimensions of deliberation based on Steenbergen et al. [SBSS03].,4116
0,0,1,0,1,Neutral,"For detecting speakers??speech patterns, we use a rule-based annotation system to extract speaker stances.",4117
0,0,1,0,1,Neutral,"In general, the approach is based on a lexical-grounded procedure [BHJSB14], annotating the occurrence of deliberative relations within utterances.",4118
0,0,1,0,1,Neutral,These relations are defined through a combination of nominal attributes that are extracted using a set of rules from the text.,4119
0,0,1,0,1,Neutral,"In essence, the rules disambiguate the usage of functional words and connectors in the text that indicate speaker stances towards their utterances and define the parts of the text that indicate thes,e sta,""nces.,"",",4120
0,0,1,0,1,Neutral,"For our tool, we use the most common 8 speaker stances to characterize the utterances.",4121
0,0,1,0,1,Neutral,Since the usage of other stances is generally very infrequent they are not shown in our visualizations.,4122
0.125,0.109,0.766,0.1027,0,Positive,"To model the argumentation patterns of speakers we extract the scope of arguments within an utterance with respect to justification, i.e.",4123
0,0,1,0,1,Neutral,reason and conclusion.,4124
0,0.077,0.923,-0.1901,2,Negative,"Using the lexical-grounded procedure, we extract not only the occurrence of justification in an argument but also its scope within an utterance.",4125
0,0.273,0.727,-0.5423,2,Negative,"In general, the level of uncertainty in the identification of these markers is low.",4126
0,0,1,0,1,Neutral,4.1.,4127
0.101,0,0.899,0.2023,0,Positive,Argumentation Glyphs The argumentation glyphs are abstract representations of some important linguistic features of speech and argumentation.,4128
0,0,1,0,1,Neutral,"For the analysis of deliberation, we designed the argumentation glyph to encode the above-mentioned features, in addition to \x0cthe length of an utterance.",4129
0.067,0,0.933,0.128,0,Positive,These 11 dimensions are carefully mapped to visual elements in the glyphs to give a quick understanding of the mapping and a fast recognition.,4130
0,0,1,0,1,Neutral,"All ten speech and argumentation attributes have a double visual encoding to enhance a pre-attentive cognition of the information, in compliance with Borgo et al. [BKC??13] design guidelines (DG5).,"","",,",4131
0,0,1,0,1,Neutral,The size of the glyph corresponds to the length of a given utterance.,4132
0,0,1,0,1,Neutral,"For the argumentation patterns, the degree of justification of a speaker is measured using two indicators: (A) Reason, i.e.",4133
0,0.333,0.667,-0.3612,2,Negative,explanation and justification of the argument.,4134
0,0,1,0,1,Neutral,"(B) Conclusion, i.e.",4135
0,0.455,0.545,-0.3612,2,Negative,results of the argument.,4136
0,0,1,0,1,Neutral,Both indicators are measured in relation to the utterance length and are visually represented by the outer segments of the glyph.,4137
0,0,1,0,1,Neutral,These segments encode the relative amount of both indicators by their size and color (white/light-gray for 0% to black for 100%).,4138
0,0,1,0,1,Neutral,The eight nominal dimensions of speaker stances are mapped to equally-sized circle-segments in the inside of the glyph.,4139
0,0,1,0,1,Neutral,These features are mapped to both color and angle (position).,4140
0,0,1,0,1,Neutral,The choice of the colors ensured that dimensions that highly-correlate in practice are assigned different colors.,4141
0,0,1,0,1,Neutral,The argumentation glyphs can be mapped on to the different views of the Topic-Space to represent an abstraction of the utterances.,4142
0,0,1,0,1,Neutral,"They are used interchangeably with the topic glyphs, depending on the analysis task.",4143
0,0,1,0,1,Neutral,"In Figure 6, a subset of the glyphs of three speakers from the Stuttgart 21 arbitration is shown.",4144
0.112,0.103,0.785,0.0516,0,Positive,"With the help of this table view, the evolution of the argumentative structure of a speaker and her behavior can be analyzed.",4145
0,0,1,0,1,Neutral,"While analyzing the patterns for different speakers, users tend to immediately detect typical glyphs for each speaker and thus are able to spot outliers in the conversation.",4146
0.052,0.073,0.875,-0.1779,2,Negative,"When an outlier is found, it is important for analysts to be able to analyze the underlying text of its corresponding utterance manually to disclose automatic processing mistakes and to verify their,hypo,""theses.,"",",4147
0,0,1,0,1,Neutral,"For such a detailed inspection, we provide a text-level analysis.",4148
0,0,1,0,1,Neutral,4.2.,4149
0,0,1,0,1,Neutral,"Text-Level Analysis Across all components of ConToVi , the analyst can explore a discussion on different levels of detail, starting with the most general overview animations and digging down to inte,resti,ng argume,""ntation glyphs.,""",4150
0,0.073,0.927,-0.128,2,Negative,"To verify and comprehend these abstract glyphs, a detail panel with additional information about the underlying glyph is shown on demand.",4151
0,0,1,0,1,Neutral,Figure 7 shows the detail panel for a selected glyph of the moderator of the Stuttgart 21 arbitration.,4152
0,0,1,0,1,Neutral,"In this view, the position of the utterance in relation to the complete discussion is highlighted in the upper horizon-graph.",4153
0.152,0.062,0.787,0.4939,0,Positive,"This graph represents the conversation timeline, with the upper two values corresponding to the amount of Reason and Conclusion in a conversation and the lower values corresponding to the eight spea,ker s,""tances.,"",",4154
0,0,1,0,1,Neutral,"On the left-hand side of the detail panel, the complete text of the selected utterance is shown, highlighting the occurrence of speech or argumentation features.",4155
0,0,1,0,1,Neutral,Figure 6: Glyph-based representation for three participants over the course of the debate.,4156
0,0,1,0,1,Neutral,Each glyph represents one utterance.,4157
0,0,1,0,1,Neutral,"For the glyph in the rectangle, a detailed view is provided in Figure 7.",4158
0,0,0,0,1,Neutral,5,4159
0.097,0,0.903,0.4588,0,Positive,"Expert Case Study To evaluate our framework, we conducted an expert case study with two political scientists with a research interest in discourse analysis and expertise in deliberative communicatio,n ana,""lysis.,"",",4160
0,0,1,0,1,Neutral,Both experts were involved in the initial requirements analysis study and were regularly consulted during the development of the framework.,4161
0,0,1,0,1,Neutral,"However, only one of the two [E1] was part of the design team and the other [E2] was completely unfamiliar with the visual design of ConToVi .",4162
0,0,1,0,1,Neutral,"Hence, we could observe the time it takes E2 to become familiar with the system.",4163
0,0,1,0,1,Neutral,Both experts were given two real-world political debates to analyze over a period of one hour.,4164
0.097,0,0.903,0.3527,0,Positive,"Due to familiarity with the general contexts?遊웫t not the exact content?遊췧 the debates, we asked them to state their assumptions for the conversation dynamics.",4165
0,0,1,0,1,Neutral,"After deriving a set of hypotheses, the experts used our system to examine them while analyzing the debates.",4166
0.157,0,0.843,0.4215,0,Positive,"paragraphs a selection of the hypothesis of both experts are presented, grouped according to their respective dataset.",4167
0,0,1,0,1,Neutral,Figure 7: Panel providing a detailed view on the glyph dimensions and its content.,4168
0.101,0,0.899,0.2023,0,Positive,The top chart illustrates the complete conversation and indicates the position of the glyph in the discourse.,4169
0,0,1,0,1,Neutral,"The left panel presents the content of the utterance; on the right, the glyph and its dimensions are given.",4170
0,0,1,0,1,Neutral,5.1.,4171
0,0.07,0.93,-0.2023,2,Negative,Datasets The first conversation is the publicly available (transcribed) dataset of the Stuttgart 21 (S21) arbitration on a controversial railway and urban development project in Germany.,4172
0,0,1,0,1,Neutral,"The complete arbitration builds a corpus of around 6000 utterances, involving 60 speakers.",4173
0,0,1,0,1,Neutral,The second data source we used for the expert case study are the transcriptions of the televised US presidential election debates.,4174
0.119,0.084,0.796,0.2023,0,Positive,The main objective of these debates is to persuade yet undecided voters to vote for the party of the candidate.,4175
0,0,1,0,1,Neutral,These debates typically contain fewer off-topic fragments and cross-talk segments than the arbitration.,4176
0,0,1,0,1,Neutral,"On average, each of the presidential debates has 160 to 180 utterances.",4177
0,0,1,0,1,Neutral,5.2.,4178
0,0,1,0,1,Neutral,Verifying Deliberative Hypotheses ConToVi was designed based on a set of general requirements [R1R6] for the analysis.,4179
0,0,1,0,1,Neutral,These are the basis to answer more specific questions.,4180
0.153,0,0.847,0.4404,0,Positive,"On the level of Speaker Movement Analysis, questions include: [Q1] Who is leading/following/most influential in the conversation?",4181
0,0,1,0,1,Neutral,[Q2] Which speakers introduce new topics or switch between topics?,4182
0,0,1,0,1,Neutral,[Q3] Which topics are most addressed by whom?,4183
0,0,1,0,1,Neutral,[Q4] What is the influence of the moderator on the conversation?,4184
0,0,1,0,1,Neutral,"As for Behavior Pattern Analysis, some questions are: [Q5] Which linguistic features are characteristic for a speaker/group?",4185
0,0,1,0,1,Neutral,[Q6] What is the],4186
0,0,1,0,1,Neutral,[attitude],4187
0,0,1,0,1,Neutral,[ of a speaker towards a given topic?,4188
0,0,1,0,1,Neutral,"[Q7] How similar are movement, speech, and argumentation patterns of selected speakers?",4189
0.181,0,0.819,0.6486,0,Positive,These and other questions related to the dynamics of conversations inspired the two domain experts to come-up with relevant hypotheses for each of the use cases.,4190
0.114,0,0.886,0.4767,0,Positive,In the following Stuttgart 21 With respect to this arbitration the first hypothesis of E1 concerned the moderation style of the arbitrator Dr. Heiner Gei?쯮er.,4191
0.06,0,0.94,0.4019,0,Positive,"Based on his previous knowledge about previous moderations, E1 expected that [H1] Dr. Gei?쯮er is steering the conversation through an active moderation style and expected that he will be often part,icipa,ting in n,""on-moderational topics and thus contribute to the content of the conversation.,""",4192
0,0,1,0,1,Neutral,"To verify his hypothesis, E1 first watched the animation of V1 to track the movement of all speakers in the Topic-Space.",4193
0.097,0,0.903,0.4019,0,Positive,"By focusing on the movement of the moderator he could find different points in time where Dr. Gei?쯮er changed the topic, followed by all active speakers.",4194
0,0,1,0,1,Neutral,"To verify his involvement in the topics, E1 then switched to V3.",4195
0,0,1,0,1,Neutral,"E1 found several large utterances associated with Dr. Gei?쯮er in non-moderational topics, in addition to the small moderational utterances that were mainly clustered in a moderation topic.",4196
0.13,0,0.87,0.4019,0,Positive,Through this analysis E1 concluded that Dr. Gei?쯮er indeed follows an active moderator role and thus verified his hypothesis.,4197
0.07,0,0.93,0.4767,0,Positive,"With respect to the three-fold categorization of mediation styles used in political science research, E1 could identify the arbitrator relying on the manipulative style?遊?mediation style that is ch,aract,erized by,""a high influence of the negotiation process, the content, and even the outcome.,""",4198
0.226,0.062,0.712,0.7301,0,Positive,"E1 appreciated the clarity of V1 which enabled him to focus on the conversation dynamics without distractions and enjoyed watching accumulation of utterances at the Topic-Space edges in V3, showing,the h,istory of,""the conversation while it evolved.,""",4199
0.027,0,0.973,0.0772,0,Positive,"E1 said that through identifying large topic segments that did not have many utterances attached to them, he could, in addition to knowing the past, predict the future of the conversation, since the,se se,gments ar,""e designed to contain a large number of utterances by the end of the animation.,""",4200
0.267,0,0.733,0.7346,0,Positive,"On the other hand, E2 was more interested in analyzing the collective behavior of all participants of the arbitration.",4201
0.095,0,0.905,0.4404,0,Positive,"Through her knowledge about the structure of this discussion, she expected that [H2] the debate starts with small focused discussions and presentation with a smaller number of speakers and then the,discu,ssion flo,""or is opened for a broader debate with all participants.,""",4202
0,0,1,0,1,Neutral,"Using V3, she was able to reconstruct the sequence of speakers and the discussed topics.",4203
0,0,1,0,1,Neutral,"While following along the animation, E2 could confirm her hypothesis, since the debate involved more speakers and a faster switching between topics towards the end of the discussion.",4204
0,0,1,0,1,Neutral,"Figure 1 displays one time-slice of this animation, where two speakers are moving in sequence.",4205
0.13,0,0.87,0.4019,0,Positive,"In addition to the behavior of single speakers, E2 was also interested in the behavior of speaker groups, i.e.",4206
0,0,1,0,1,Neutral,speakers that have the same position in the argumentation.,4207
0.085,0,0.915,0.0772,0,Positive,She expected [H3] that each group of participants would want to push their own topics.,4208
0.205,0.078,0.717,0.4404,0,Positive,This hypothesis contradicts one of the main assumptions of deliberation: to respect the positions and reasons of others and to allow an inclusive and intense debate.,4209
0.08,0,0.92,0.2732,0,Positive,"To analyze these dynamics, E2 colored all participants of a group in the same color and watched the accumulation of their utterances over time in V3.",4210
0.117,0,0.883,0.3626,0,Positive,"She concluded that while this claim could be partly true, she could not confirm it on this broader group level.",4211
0.094,0,0.906,0.4019,0,Positive,"However, by analyzing the individual speaker paths in V4, she was able to identify similarities and differences between speakers of the same or opposing parties, re- \x0cspectively.",4212
0,0,1,0,1,Neutral,"Figure 5 shows the paths of three speakers representing different positions in the arbitration: As the individual paths reveal, the arbitrator Dr. Gei?쯮er addresses most topics, while both other sp,eaker,s only ad,""dress a subset of the topics.,""",4213
0.079,0,0.921,0.2263,0,Positive,"E2 was surprised to find D r. K efer a ddressing o nly s o f ew t opics, s ince s he expected him to be more deliberatively involved in the debate.",4214
0.107,0,0.893,0.4767,0,Positive,"With respect to deliberation and in particular the attitude of speakers, E1 and E2 could confirm their hypotheses that were derived from a qualitative inspection of the conversation.",4215
0,0,1,0,1,Neutral,"In general, E1 and E2 made extensive use of the sequence of speakers combining the overview with a detailed inspection of the content.",4216
0,0,1,0,1,Neutral,"For instance, they identified two strategies of the moderator Dr. Gei?쯮er [H4] (see Figure 6): His utterances are characterized by linguistic particles establishing a common ground between the coun,terpa,""rts.,"",",4217
0.091,0,0.909,0.3612,0,Positive,"In each of his utterances, he indicates that the facts and propositions are already known to the opponents and expects the opponents to implicitly agree upon.",4218
0.119,0,0.881,0.2263,0,Positive,The moderator also consistently tries to achieve mutual consent by using particles demonstrating consensus willing.,4219
0.143,0,0.857,0.4576,0,Positive,Both experts were especially interested to see the reactions to the statements by the moderator that involved such particles.,4220
0.271,0,0.729,0.6369,0,Positive,"Consequently, they have found that this demonstrates the importance of an active moderator within the debate.",4221
0,0,1,0,1,Neutral,"For the other participants in the arbitration, similar patterns could be identified.",4222
0,0,1,0,1,Neutral,"US Presidential Debates For this study we presented the experts with three presidential election debates between President Obama and Governor Romney, concatenated.",4223
0,0,1,0,1,Neutral,"In contrast to S21, these debates have a clearer format with defined question and answer times.",4224
0.259,0,0.741,0.2716,0,Positive,Therefore the moderators are usually more passive.,4225
0,0.053,0.947,-0.0762,2,Negative,"However, after watching the animated discussion overview V1, E1 suggested that [H5] the moderator might not only be passive, but unheard on several occasions.",4226
0,0,1,0,1,Neutral,He found various instances where the moderator attempts to change the topic and the two candidates just continue on talking.,4227
0,0.101,0.899,-0.2023,2,Negative,He then commented that this is a common phenomenon in presidential debates when it comes to controversial topics.,4228
0.471,0,0.529,0.7906,0,Positive,"On the other hand, E2 was interested in the dynamics between participants.",4229
0.047,0.141,0.812,-0.4927,2,Negative,"She noticed that [H6] throughout the debate, Obama takes a defensive role in contrast to Romney, who appears to be more offensive.",4230
0.095,0,0.905,0.3182,0,Positive,"This finding i s b ased o n t he t opic g lyphs i n V2, where she noticed that Romney is actively introducing new topics, while Obama addresses these topics afterwards.",4231
0,0,1,0,1,Neutral,"She first thought this is due to the speaker turns in the debate, but as this became a notifiable t rend t hroughout t he d iscussion, s he s tarted a m ore detailed analysis using V3.",4232
0,0,1,0,1,Neutral,"By following the sequence of utterances in each topic and differentiating between utterances of different speakers, E2 concluded that Romney indeed has more instances of first-topic-switches than Ob,ama.,"","",",4233
0,0,1,0,1,Neutral,These subjective findings were confirmed through a text-level analysis of relevant utterances.,4234
0.117,0,0.883,0.4201,0,Positive,Overall Feedback The political science scholars were very eager to explore the discussions and debates using the interactive Topic-Space views of ConToVi.,4235
0,0,1,0,1,Neutral,"Expert E2, who was unfamiliar with the system, analyzed the debates within the same amount of time than E1.",4236
0.229,0,0.771,0.8074,0,Positive,Both experts were interested in exploring the conversation in the multiple levels of detail provided by the tool and appreciated the ability to dig deeper for more information during the analysis.,4237
0,0,1,0,1,Neutral,"The power of the visual representation and abstraction of the datasets allowed the analysts to get a new perspective of the c conversations and, through focusing on the relevant aspects, to find new,patt,erns and,""outliers, even in the discussions they were already familiar with.,""",4238
0.088,0,0.912,0.4754,0,Positive,"Moreover, the overlay of the topic and argumentation glyphs was perceived as particularly helpful to understand the positioning of points in the space and to identify speech and argumentation patter,ns fo,r differe,""nt speakers.,""",4239
0.17,0,0.83,0.5423,0,Positive,Both experts agreed that the use of ConToVi has an added value to their research on deliberation and they see potential for future applications.,4240
0,0,0,0,1,Neutral,6,4241
0.154,0,0.846,0.4939,0,Positive,"Conclusion and Future Work We presented ConToVi, a novel visual analytics approach for multiparty conversation exploration that assists political science scholars to identify deliberative patterns d,ebate,""s.,"",",4242
0,0,1,0,1,Neutral,"We introduce the concept of a Topic-Space, relying on the metaphor of a discussion floor.",4243
0.065,0,0.935,0.2023,0,Positive,"In an observational study, we derived six important requirements [R1-R6] for the analysis of conversations and addressed these by designing four different views [V1-V4] for the Topic-Space.",4244
0.076,0,0.924,0.3182,0,Positive,"The main contributions [C1-C6] of our work provide a coherent visualization solution to a radial layout of topic-dimensions and propose measures to overcome the drawbacks that might occur with this,layou,t strateg,""y.,""",4245
0,0,1,0,1,Neutral,"We evaluate our approach using two real-world political debates and through an expert case study, we demonstrated the use of ConToVi to verify the hypotheses [H1-H8] of two political science scholar,""s.,"",,",4246
0.046,0,0.954,0.1511,0,Positive,"Furthermore, ConToVi can be used to analyze any kind of conversational text data; it is not restricted to the use of oral communication, but can also be applied to online forum discussions or chats.,"","",,",4247
0,0,1,0,1,Neutral,"With the exception of the specific language features for the speech and argumentation analysis, ConToVi is language independent and can be used to analyze debates in any language.",4248
0.139,0,0.861,0.2732,0,Positive,"Hence, ConToVi provides a generic framework to for the analysis of dynamics in multi-party conversations.",4249
0.13,0,0.87,0.2732,0,Positive,Our approach has been well received and has been found to be intuitive and understandable.,4250
0.153,0,0.847,0.6597,0,Positive,"The users of the tool appreciated the consistency in the usage of the visual metaphor, which helped them create a mental model of conversations that it tightly coupled with the visualizations of Con,ToVi.,"","",",4251
0,0,1,0,1,Neutral,"However, the visualization has also some limitations.",4252
