index,label,sentence
784,4,The stacked tree enables an analyst to easily navigate numerous tweets by organizing them according to a topic hierarchy.
785,4,we employ a state of the art method of hierarchical clustering called BRT to extract topics from a large collection of trees.
786,4,"After that, we use BRT to construct a topic hierarchy from the aggregated tweets."
787,4,"a temporally adjustable stacked graph visualizing topics over time,"
788,4,"by temporal zooming and panning, and topical filtering"
789,4,The Topic Streams are stacked in order to give the impression of a conversation river consisting of multiple topic lines.
790,4,"A range between ten seconds and a month per interval, with seven steps in between, was chosen to represent a wide spectrum of events and allowing viewers to set their time span of choice."
791,4,Temporal zooming
792,4,time intervals
793,4,Conversation Graph
794,4,emotion line graph of participants’ utterances
795,4,customer service chats
796,4,streamgraphs and line graphs with two novel glyph based approaches to form a level of detail visualization system
797,4,"several alternatives: stacked bar charts, line charts"
798,4,time intervals
799,4,We use MDS to position rectangles so that Euclidean distance estimates similarity.
800,4,using the mini streamgraph at the bottom of the visualization to zoom in on a specific time period.
801,4,A chat graph summarizes a single chat with a line graph: nodes represent alternating client and agent utterances. 
802,4,"The two sides of the river are line charts showing the evolution of a numeric characteristic, such as the volume, of the two data streams."
803,4,The bridge interior is used to visualize items from two data streams aggregated over the respective time or sub sequence of steps.
804,4,"There is a bar in the corner of each side of the bridge, which can be customized for showing value statistics of some numeric attributes for the period the bridge corresponds to."
805,4,"The time or sequence length is equally distributed among the bridges,"
806,4,The line plots making the river sides represent the evolution of a quantitative aspect of the data streams.
807,4,Qualitative comparison of the presence of items in the two streams is supported by showing the item labels.
808,4,side by side as small multiple displays
809,4,The line plots (river sides) show the amounts of the tweets mentioning “great”.
810,4,We set the heights of the black bars on the bridges to show the counts of the followers who liked the tweets in the corresponding periods. We can see that Trump tweets got more 'likes'.
811,4,"Each item has a descriptive label: keyword, action name, entity name, event category"
812,4,Our design is based on combining the social network and the temporal aspect into one 3D representational structure.
813,4,CrystalChat is a fully interactive 3D hub and spoke structure.
814,4,"This mode of representation takes more space but does reveal the temporal interspacing of conversations between different people, thus providing relative time spacing."
815,4,"The timeline is still vertical and increases upwards. In this view, when temporal data is used explicitly, each row of messages corresponds to the conversations in one day."
816,4,community overview that shows all the communities within the selected dataset.
817,4,tag cloud that shows the keywords based on the focused event box.
818,4,The x coordinate of the user group is horizontally determined on a timeline (x axis) based on the timestamps.
819,4,"the keyword ‘‘Romney’’ is mentioned positively by the top community most of the time. However, a significant change occurred at 23:20 p.m., which shows a sudden mentioning from the bottom community. This mentioning was so negative that it dragged the keyword to the bottom side. When exploring all the active users inside the bottom user group, we found that most of the negative comments came from several active persons, who can be considered as abnormal users. Within the next 10 min, many people in the top community provided strong support for Romney, making the keyword turn back to the top with positive sentiment."
820,4,"temporals segmentation and ranking. We segment the above raw data using a time window (e.g., every 30 min). Within each data segment, important users, keywords, and hashtags are ranked based on their occurrence count. Only the top active users and high frequency keywords (after removing the stop words) are kept for visualization."
821,4,word cloud of international issues.
822,4,playfair style chart
823,4,time based visualization
824,4,"a time based visualization that transforms time varying, multidimensional information into an interactive visualization"
825,4,overlaid to the strips to visualize the co evolutionary relationship between the topics and the topic leaders.
826,4,Temporal correlation refers to the relationship between the dynamic time series sequences of two topics.
827,4,we first split the study period into a number of time segments
828,4,A fine grained time series sequence will provide more observations for linear regression in model analysis.
829,4,"The 4 hour time window can help our model capture the temporality of users’ activities, and can also provide us with adequate observations within each time segment."
830,4,similar to stacked graphs
831,4,keyword in the word cloud is “debate”
832,4,The first is a NewsRiver overview showing the ebb and flow of ordered themes and associated keywords over any time scale
833,4,"Topic strength variations for a collection of topics can be visualized in a discrete mode as a stacked histograms plot, or in a smoothed mode by interpolating the histograms into a stack of smoothed curves."
834,4,"NewsLab provides a smoothed NewsRiver visualization using cubic interpolation, besides stacked histogram plots."
835,4,he column containing the colored histograms in the table
836,4,Time flows clockwise starting from the North position.
837,4,The first is a NewsRiver overview showing the ebb and flow of ordered themes and associated keywords over any time scale
838,4,"this case the topics extracted for one particular rumour, as well as rumour wordcloud."
839,4,the horizontal axis represents the submission temporal order.
840,4,relevant posts in the life cycle of a rumour and plotting them in a temporal order.
841,4,Topic Flow view
842,4,Sankey graph to represent how topics flow inside a rumour.
843,4,"a Word Cloud View, and a Timeline View to support the visual exploration of the reposting diffusion process"
844,4,Word Cloud View
845,4,The Word Cloud View shows the keyword distribution of the selected weibos. The sentiment of each word is averaged by the sentiment of weibos containing the word.
846,4,The Word Cloud View is dynamically updated to show keywords of new messages when an animation of the diffusion process is played
847,4,Timeline View
848,4,"The Timeline View (Figure 5c) provides a temporal overview of the diffusion process (R3). Above the timeline, a node link diagram is provided to indicate the reposting relations of the key players, which are sorted according to the reposting time"
849,4,its radar view demonstrates the separation between conversations
850,4,"its 3D view essentially marries the two, representing individual threads of conversation in a sharper way."
851,4,"With a 3D representation of interaction, you can see how interest groups (both ad hoc and ongoing, weak tied and strong) form around particular pieces, and varieties, of content."
852,4,"You’ve got @RabbiRuth, @RabbiGoldberg, and @velveteenrabbi (cute) speckled like intergalactic dust around rings that turn the Twitterverse into a stunning 3 D representation."
853,4,“radar view” shows the distance between Twitter conversations
854,4,"We have to use several complementary views, and 2D representation is preferred over 3D. Based on these premises, we come to the necessity of using three views, spatial, temporal, and topical."
855,4,The main component of a topic card is a word cloud composed on the topic related keywords.
856,4,The information is shown in the form of word cloud with the font sizes proportional to the keyword weights.
857,4,"In the initial (compact) mode (Fig. 8a), the cards contain multiple vertically arranged bars, which may correspond to topics or locations."
858,4,"The temporal domain is partitioned into suitable intervals. It is desirable to define the intervals based on calendar units, such as months, weeks, or days, or, when a finer temporal granularity is needed, hours of the day."
859,4,MDS embedding of brand perceptions
860,4,"(1) multiple BrandSediments for visual aggregation of multi dimensional brand personalities, (2) a list view of brands with search and filter widgets, and (3) a multidimensional scaling (MDS) view that embeds brands based on their overall personalities"
861,4,A group of related brands identified as financial firms in the MDS view.
862,4,Each bubble in BrandSediments represents a brand.
863,4,Whispertraced this event in real time.
864,4,"the temporal trend, social spatial extent, and community response of a topic of interest."
865,4,we utilize the geographical information to group users into geo communities.
866,4,"(1) the dynamic view shows the tweets and retweets generated in real time, which helps capture what is happening about the topic of interest; (2) the static view with timeline control enables users to explore the historical data and to support in depth visual analysis."
867,4,Whisper supports temporal exploration in multiple ways. The timeline control allows users to slide back and forth to explore data within different time windows in the history. Users can also specify the time duration for retweets to be shown on both the diffusion pathways and on the diffusion series – a shorter time span allows a focus view on bursty topics.
868,4,by comparing size and color patterns over days
869,4,"changes as days pass,"
870,4,it is also a scatterplot familiar to and used frequently by our target users
871,4,"In this section, we introduce our adapted visualization approach based on scatterplots, glyphs, and radial visualization layouts to facilitate this task."
872,4,"The temporal rings can be configured to different styles showing temporal information at different levels of detail based on user requirements, as illustrated in Fig. 1(a)"
873,4,"all the sentiment and word frequency information is collected and summarized as a line chart, which we call the significance trend chart, to provide an overview of the sentiment evolution over time"
874,4,The video timeline ground consists of (b) a heatmap view that presents the context information extracted from danmu posts such as sentiments and volume and (c) a interactive timeline view
875,4,VideoForest can also gener ate a detailed synopsis of the user selected video segment(s) as a compact storyline in the form of circle packing
876,4,The session summary view illustrates a storyline derived from the selected session(s) in a circle packing based layout.
877,4,"we group shots into scene clusters based on their temporal adjacency, the similarity in the color tone, and congruence of audience's feed back in terms of both content and emotion."
878,4,"the frames are clustered based on their temporal adjacency, graphical features, and textual features extracted from danmu data"
879,4,Each session cluster is visualized as a scene tree grown on top of the video timeline ground.
880,4,The danmu comments are clustered based on their content similarity.
881,4,Each petal fades over time showing time since posting.
882,4,a garden with more bright flowers indicates a discussion group with more new posts.
